text,title
"Bollywood actress Kiara Advani rose to fame after the release of Kabir Singh. Her next release Good Newwz was also well-received. Recently, Kiara (Kiara Advani topless) took a topless photo for celebrity film photographer Dabboo Ratnani's calendar. However, it is very difficult for Kiara to wear this bold photo. People are now trolling on social media. And many people are wearing different outfits for this photo of her. Especially funny memes of Kabir Khan. Kiara Advani covered her body with a pen in the original photo. But earlier Kiara had taken a bold photo.","Kiara Advani became topless for the calendar, but people dressed up"
"Jhanvi Kapoor is currently busy making her career in Bollywood. Jhanvi has done 4 films so far and is becoming a great actress with each film. But along with that, Jhanvi's complete plan is also ready for her wedding. Yes, Jhanvi has recently explained the complete plan for her wedding. Jhanvi has made full preparations for her wedding from the bachelorette party. Jhanvi now wants a simple and beautiful wedding. Jhanvi now wants a simple and beautiful wedding. Jhanvi and my sister and sister, I want it to happen in 2 days. Jhanvi now wants my husband to have this beautiful and beautiful wedding........................................................................................................................","Janhvi Kapoor is all set for her wedding, says about her upcoming husband"
"Rajkot: Due to the lockdown (21-day lockdown) situation across India on the one hand, the government has decided to provide free grains to ration card holders so as not to disturb the people and to make enough grain available to the poor. Long queues were seen in the shops of cheap grains for two days. Former Congress MLA Rajkot Indranil Rajyaguru (former MLA Indranil Rajyaguru) and MANPA opposition leader Vashram Sagtiah today announced a hunger strike at the Collector's office. However, two leaders were arrested ahead of the hunger strike. Police made early morning arrangements outside the house of Indranil Rajyaguru and Vashram Sagtiah to mark this hunger strike. Former MLA Indranil Rajyaguru was arrested soon after coming out of his house as Section 144 and people are currently prohibited from working during the lockdown.",Rajkot: A former MLA and MPP opposition leader has been arrested amid the lockdown.
"People all over the world celebrate World Dance Day on 29 April. On this day, the Dance Committee of the International Theatre Institute (ITI) started celebrating World Dance Day in memory of a special dancer. Worldwide, 29 April is celebrated as World Dance Day. (all images are representative) The organization is known worldwide as the main partner of UNESCO in the field of performing arts.",International Dance Day: Dance Day is celebrated on the birthday of this famous dancer
A petition in the High Court seeking action against the liabilities on the sale of silver at the world-famous Pavagadh temple in Vadodara district has led to a furore.,"Pavgarh temple's silver exports fall, petition filed in High Court"
"RSY Sangh Sarsanghchalak Dr. Mohan Bhagwat was discharged from the hospital after overcoming coronavirus. Doctors advised Dr. Mohan Bhagwat to remain in home quarantine for the next five years. RSY Sangh Sarsanghchalak Dr. Mohan Bhagwat was admitted to Kingsway Hospital in Nagpur on 9 April 2021 for medical treatment due to coronavirus. After medical treatment, Dr. Mohan Bhagwat has now been discharged from the hospital as he has overcome coronavirus.",Sarsanghchalak Dr Mohan Bhagwat discharged from Kingsway Hospital due to coronavirus
"Dubai, June 3: Women's Cricket World Cup 2017 champion England topped the rankings. There are only < unk > 4 points between the two teams. England 128.47 and Australia < 128.43 points. Australia has been ranked number one since the first women's ranking began in 2015, but has gained one spot to top the World Cup-winning England team. There is no change in the eight positions except for the top two. New Zealand are third with 118 points while India are fourth in the World Cup final, having gained three points to reach 116 points.","In the ICC Women's Team Rankings, England are ranked No."
Gujarat state BJP president CR Patil visited Vadodara yesterday (Saturday) for the first time. He was given a grand welcome by the railway station here. There was a gathering of workers there. Also CR Patil's removal of his nose provoked criticism. BJP leaders and BJP leaders from the roadway were not even reading the social distancing announcements when they were rallying to the upcoming agricultural institute and office.,"The only statement made by the state BJP president, C. R. Patil, provoked a silence from the leaders to the workers."
"Dispur: Prime Minister Narendra Modi on Friday inaugurated the country's longest bridge over the Lohit river, a tributary of the Brahmaputra, in Assam and near Arunachal Pradesh in eastern Assam in 2011. The 9.15 km-long bridge over the Brahmaputra river is the second-longest in Asia. The bridge is 30 per cent longer than the Bandra-Worli sea link. The bridge will connect the low-lying areas of Arunachal with the rest of India and will speed up military movements along the border with China. Indian military tanks, in particular, can now easily reach the border areas. The bridge can also bear the weight of 60 tonnes of battle tanks.",Modi will inaugurate the country's longest bridge today.
#NAME?,"English liquor worth Rs 8 lakh seized in Jamnagar, police arrest two accused"
"Ahmedabad Municipal Commissioner Vijay Nehra updated the coronavirus cases online through an online video conference. They said that in the last seven days, the coronavirus cases in Ahmedabad have decreased. It is difficult to say how many cases will come in Ahmedabad. People have cooperated a lot so far. It is impossible to say whether the cases will double or decrease in Ahmedabad. In Ahmedabad, the cases will double or decrease for eight days now.","Shops are not open in these six areas of Ahmedabad, 7 people have died in the last 24 hours"
"Beed, Ta., February 13, 2021, Saturday, a group of traffickers visited and raided the family headquarters at Vatrak village in Beed taluka. They stole four lakh rupees including gold, silver jewellery and cash and fled from the house. Mahendra Kumar Ambalal Brahmbhat filed a complaint.",Family steals four lakh votes from home in Vatrak village
Rajkot: The ceramic tiles of Morbi have actually touched the world.....................................................................................................................................................................................................................................................,Morbi Ceramic Tiles Jump to Exports
"New Delhi, May 22: As people are suffering from a shortage of coronavirus vaccines during the second wave of coronavirus in the country, Suresh Jadhav, executive director of Serum Institute of India, one of the world's hundred largest vaccine manufacturers, blamed the central government for the situation.",The Modi government is responsible for the shortage of corona vaccines in the country: Serma Director
"China is exerting illegal pressure on the borders of each of its neighbours. Taiwan, Hong Kong, and India are escalating its tensions. When all these countries join hands against China, another neighbour is pulling the sword against China. According to media reports, China wants to increase its activities in the South China Sea as well as seize the territories of Japan and Taiwan. Japan has diverted the direction of its missiles to the Chinese border in view of the threats. Japan has set up its own air force to respond to any action of dragons. According to a strong Asian News report, Japan is strengthening its air force. China is strengthening its air force. China is retaining its air force in its air defense system. Japan is increasing its air defense in view of China's war intentions. Japan will deploy the Patriot Pack-3 MSE missile system around four military bases this year.","So there will be wars on the Asian continent! After India, now this country will also turn China into a missile."
"Sachin Tendulkar, regarded as the God of Cricket, considered the Indian attack with Jasprit Bumrah to be the most spectacular but not comparable to the bowlers from 2003 and 2011. He said that Sachin Tendulkar, who played six World Cups between 1992 and 2011, watched closely the pace attack led by Kapil Dev, Srinath and Zaheer Khan.",World Cup 19: Cricket legend Sachin Tendulkar says great thing for current Indian team
"- Maharashtra has so far reported 65 cases of the Delta Plus variant. On Friday, August 13, 2021, Mumbai reported its first death due to the Delta Plus variant. According to the BMC report, the deceased woman is 63 years old and also has two doses of vaccine. The most shocking thing is that she has no travel history. The woman has a lung infection as reported. She is already sick since she was infected with coronavirus. The woman who was infected on July 21 and died on July 27. Another 11 women of the Delta Plus variant from the Delta Plus variant of the Delta Plus variant in Maharashtra have recently received its genome sequence report. The Delta Plus variant has been confirmed. The most worrying thing is that 6 family members of the woman have also been infected with coronavirus.","The first death in the city with the Delta Plus variant, the woman was still breathing after receiving two doses of the vaccine"
"Surat: Verification of name has been started at Swaminarayan Temple in Surat. The dispute recently led to an agitation by Haribhakts. The matter later went to the High Court. On the orders of the High Court, Devpaksha started adopting the bench. A large number of devotees lined up to present the bench in the early hours of today as the bench started accepting the DD and ID proof. Devprakash Swami, Chairman of Vadtal Temple Board left for Surat.","Surat: On the orders of the High Court, Devpaksha started agreeing to the bench."
"King Chris Gayle, who hit the most sixes in the world, hit 8 sixes against Rajasthan in T20 cricket on Friday. He completed one thousand sixes in T20 cricket. The 41-year-old Gayle played in every major T20 league in the world. Chris hit one six after one match.","These 8 big wins in the name of 'Six King' Chris Gayle, it is difficult to break the record of the player"
"Reliance Jio Infocomm beat Bharti's market share (RMS) to become the second-largest telecom company in the country in the January-March quarter. Vodafone Idea RMS grew for the first time in the 10th quarter. The company was successful in retaining its empire. In the March quarter, Jio RMS < 1.82% reached 31.7% with quarterly growth. On the other hand, Sunil Mittal's Airtel RMS fell to < 2.85%. Telecom market leader Vodafone Idea suffered a loss of < 32.2%% of total quarterly revenue. Telecom Regulatory Authority of India (TRAI) analyzing financial data.","Jio's kingdom is forever in the forefront, beating Airtel, know the reason"
"London | French news portal Mediapart quoted the Deputy CEO of Dassault Aviation, the manufacturer of the Rafale fighter jets, as saying in a report, ""In the 36 Rafale aircraft deal between India and France, the Modi government has stipulated that Anil Ambani's Reliance Defence be contracted as a Deirshchingzk offset company. In May 2017, Dassault Aviation Deputy CEO Lok Segalin said that his staff has been given this condition to sign a contract with India under this condition.",Modi govt's partnership with Anil Ambani conditional: Dassault
"The Laba era dispute over the entry of women into the Mazar of Haji Ali Dargah in Mumbai has ended. The trustees of Haji Ali Dargah have agreed to allow women into the Mazar in implementation of the Bombay High Court judgment. The Haji Ali Dargah has been given four weeks to the Trust to create proper infrastructure before women enter the Mazar. Earlier, the bench had challenged the Bombay High Court's decision on the issue in the Supreme Court. The bench was represented by advocate Gopal Subramanium. The Supreme Court had on 17 October extended the ban on the Bombay High Court verdict. On 7 October, the Supreme Court expressed hope that the Dargah Trust would make progressive efforts to end the dispute.",Women are allowed to enter the Mazar of Haji Ali Dargah
"Earlier flags of Pakistan and ISIS were hoisted in Kashmir, but now the Tricolour has been hoisted. Earlier in Kashmir, while addressing a virtual Jammu Dialogue rally of the Bharatiya Janata Party (BJP) chanting 'Swatantra', Rajnath Singh, who abrogated Article 370, said that now only Tricolour flags are seen in the Kashmir Valley.","Rajnath Singh made a big announcement about PoK, people of PoK also wait for a day..."
"- Lepto case detection survey during coronavirus period - A total of 72,585 households have been surveyed since July 15: Surat in Tapi district: Two Lepto cases triggered leptospirosis, which is fatal to you during the monsoon season in south Gujarat.",South Gujarat reported 7666 cases of leptospirosis and two cases of leptospirosis to the health team.
"Vadodara: On Thursday, December 3, 2020, residents of Navapura Rabariwas were attacked by youths for persuading young men to sit alone and scream late. A stone-pelting man and his nephew also complained against the young men. Ashok Sunny Bhai, who lives in Navapura Rabariwas, is employed in a Nikam shop. Sunny and his friends were sitting alone at the nearby Mahadev temple at around eleven o'clock last night. At that time, Rajubhai Pommala, who lives nearby, went to the young men and the boys started shouting. The boys started shouting and Rajubhai and his nephew and sons came and pelted stones at the young men.",Late night stone-pelting on a small subject in Navapura
"Another setback for China came after the Indian government suspended the Chinese app. The Directorate General of Trade Remedies, the investigation agency of the Ministry of Commerce, recommended a temporary anti-dumping duty on PET resin chemicals coming from China. It was aimed at protecting domestic companies from cheap imports from China. Local companies complained that domestic companies were dumping in India. After its investigation, the DGTR recommended the imposition of an anti-dumping duty of 200.66 dollars per tonne. Preforms are made from resin, then converted into PET bottles. Then packing mineral water, carbonated soft drinks, adible oil, and pharmaceutical product.","After the app, China has another setback: the government and the control of Chinese chemicals"
"Lifestyle Desk: No one likes spots or blemishes on the face. But increasing asthma and seeing blemishes and scars for many reasons. This can cause it to happen mentally or physically. Many indigenous recipes have been given to remove blemishes and scars of the face. 1. Grind black pepper powder in orange to remove blemishes. Make sure this paste stays cool on the face throughout the day. Orange this paste at night. Rinse this paste with warm water today. Wash this skin gently in the morning. It makes the skin soft. If the skin is dry, you can rinse it off on the face for 15 to 20 minutes....................................................................................................................",These Simple Tips Can Improve Scars and Scars on the Face
"Questions have been raised about the safety and security of the Ahmedabad airport. Now when incidents of bird hits are frequent in Ahmedabad, a nil cow has rammed into the Ahmedabad airport and rammed into the runway. However, as soon as the matter was known, the airport authorities stopped the flight to evacuate Nilgai. Officials at Ahmedabad airport were seriously negligent. A nil cow had intruded into the airport area and the flight did not reach the runway. However, the authorities closed the airport for an hour and a half in advance and stopped any untoward incident from taking place. The airport authorities stopped the movement of all flights coming from Ahmedabad and departing from Ahmedabad.",Nilgai disrupts traffic on Ahmedabad airport runway for two-and-a-half hours
"Corona has engulfed the whole world. And has also shaken the sporting world. World-renowned footballer Cristiano Ronaldo is confused after learning that he has been infected with coronavirus. However, he is currently not showing any life-threatening symptoms. World star footballer Cristiano Ronaldo has been diagnosed positive for coronavirus and his test report has raised the federation's concerns about other players in the Portugal team. Ronaldo had lunch with his teammates 17 hours before his report. The Portuguese Football Federation reported that Ronaldo has tested positive for COVID-19. His condition is good and he has not shown any symptoms of this deadly virus.","Ronaldo tests positive for coronavirus, had lunch with Portuguese teammates 17 hours ago"
"Kirtesh Patel, Surat: A controversy has broken out over the purchase of four mobile phones worth Rs 4.6 lakh from the Surat Municipal Corporation for the public.","Amid claims of Nidhi's bed, SMC Praja's Pay bought 4 mobiles for Rs. 4.60 lakhs!"
"It is learnt that the state self-finance schools board has now filed a petition in the Supreme Court against the High Court's stay on the Gujarat government's fee control law. After the Gujarat government enacted the fee control law last year, there was an atmosphere of Kabhi Khushi Kabhie Gham between the administrators and parents of self-finance schools. In addition, the setting up of a special committee to fix the Chakkar fee made the administrators sleepless. 3,800 school administrators of the state met under the aegis of the Self-Help School Managers Corporation against the Gujarat government's fee law. The board of administrators filed a petition in the Gujarat High Court against the law. The verdict at the end of last December did not go in favour of the administrators. Then the governing body was ready to go to the Supreme Court.",Self-Finance School Board moves Supreme Court against High Court stay
"A suspicious pigeon has been found in Ahmedabad #પ. Police have caught the pigeon and confirmed it through FSL. However, according to the information, the pigeon's wing has tags in Arabic, but tags have also been found on both its legs. The pigeon is suspected to be used for espionage. Petlad Village Police have caught the suspicious pigeon from Pandoli village and handed it over to FSL. FSL has conducted verification. The pigeon is said to be roaming in this area for the last six months. Preliminary inspection revealed that the pigeon's wing has text in Arabic. It has tags on both its legs and some text in Chinese.","Suspicious pigeon found in Petlad, revealed after FSL"
"India beat South Africa to reach the semi-finals where it will face Bangladesh. The Indian team was completely dominant in Sunday's match. The bowlers played their best when the batsmen continued their brilliant performance in the match. The magic of Mahendra Singh Dhoni was also seen in the middle. When captain Virat Kohli bowled to Jasprit Bumrah in the 43rd over of the South African innings, Kohli stood in Dhoni's sleep. When Dhoni asked Bhuvneshwar Kumar to bowl, the captain once again called Bhuvi into the bowling line, and Dhoni's decision proved to be very correct. Bhuvneshwar took two wickets in two consecutive overs in that over and succeeded in putting Africa on a low score.",Virat bowled to Bhuvi at Dhoni's behest and then something happened...
"The United States has initiated efforts to resolve the water dispute between India and Pakistan. However, no one has sought help from the US administration before. India is building two hydroelectric power plants on the Indus, Kishanganga and Ratle. These two projects have led to controversy. According to Pakistan, the project violates the Indus Waters Treaty between India and Pakistan. The agreement sets specific standards for such a project. US Secretary of State John Kerry recently addressed Pakistani Finance Minister Ishaq Dar. Pakistan recently held talks with Pakistani Foreign Minister John Kerry in December to discuss various options for smooth resolution of the Chinese water dispute. On 23 September, President Barack Obama of Pakistan was appointed president.",US Trying to Resolve India-Pakistan Water Dispute
"Bengaluru, June 16: Congress leader Ghulam Nabi Azad has said that the Congress will challenge in the Supreme Court the governor's decision to invite the BJP to form the government in Karnataka.","On the allegations of horse-trading, the BJP said, ""Politics is the art of chance."""
"New Delhi, Oct 16: DCP Special Cell Pramod Kushwaha said that five persons were caught with weapons after the encounter in the national capital's Shakkarpur, out of which two were from Punjab and three from Kashmir.","Delhi Police arrests 5 suspected terrorists after encounter, 3 Kashmiris with Punjab"
"Now facing this trend, I know that...........................................................................................................................................................................................................................................................",Digital 'war': 'I know' continues to trend against 'I don't know'
"Ahmedabad: In the last phase of the Kharif season, due to the rapid pace of sowing, the country has now registered a decrease of only 2% in the area sown for four months. According to the Union Agriculture Department data, as of Friday, a total area of 934 lakh hectares has been sown across the country. This is against last year's 956 lakh hectares of rainfall in the temperate season, which was 124 lakh hectares, whereas potato sowing in Madhya Pradesh, Jharkhand and Madhya Pradesh, 926 lakh hectares in Madhya Pradesh, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand, Jharkhand,",Kharif cultivation has reached 934 lakh hectares with a reduction of just 2%.
"The Serum Institute of India was supposed to sign a big deal worth a billion dollars with global investors last year. However, the Serum Institute pulled out of the deal before it was due to expire by October. The Serum Institute did all this when the company was suffering from a shortage of money to ramp up the production of coronavirus vaccines. According to a report, the investment was from private equity firm TGP Capital, a consortium of ADQ in Abu Dhabi and Saudi Arabia Public Investment Fund that sold the company's overseas stake when it reduced its production stake to 100 million rupees due to its current month's profits.","Poonawalla family turns down $1 billion offer, find out who gave it and why"
"In the ongoing Abu Dhabi Test match between Pakistan and Australia, watching the run out will blow your mind. This run out is considered to be one of the most unique run outs in the history of cricket. However, in the 53rd over of Pakistan's second innings, Pakistani batsman Azhar Ali was run out in a very strange way. No one believes that any batsman can get out like this. Azhar Ali played an off-side shot on the ball of Australian pacer Peter Siddle and ran for a run. The ball ran straight to the boundary. Two batsmen on the pitch Asad Shafeez and Azhar Ali started talking thinking that the ball was going into the boundary line. Here two batsmen made a mistake. Mitchell Starc caught the wicketkeeper's team at the boundary line holding the ball and caught the team's pen wrong............................................................................................",This cricketer runs away with his stupidity and is awake after watching the video.
"Oxford Economics, a US global for casting company, has presented a positive outlook on the Indian economy. A robust Indian economy is expected to recover more than expected. Oxford Economics has said that the Reserve Bank of India (RBI) will be able to hold economic rates at the upcoming Monitoring Policy Review Meeting (MPC) in December. The RBI has kept an eye on GDP. In fact, as the Oxford Economics report predicts, even a fast economy looking at recovery is expected to maintain a soft trend at 6. 5 per cent interest rates. The RBI expects a 7. 6 per cent rise in retail prices in the September quarter of this year.",Good news for Modi government: US firm says economy better than expected
"Surat, Jan 11, 2021: A young woman, who was admitted to Surat New Civil Hospital for treatment of poisoning by a Palsana woman on Monday, was suffocated for half an hour in the civil departments by her brother after she could not find a stretcher or a servant to take her to the OPD. According to the details found by the new civil hospital, 22-year-old Manisaben Madanlal Choudhary of Palsana Zolvakate was taken to the civil on Sunday evening by his brother.",The servant's absence forced the sister to be carried on a stretcher and the brother to spit for half an hour.
"Modasa, October 20: Popular pilgrimage site Shamlaji Vishnu Temple in Aravalli district will once again be closed for 10 days due to the increase in coronavirus infection. Earlier the temple was closed from April 11 to 20. An important decision from the temple trust to prevent the increasing corona infection. So that the temple will continue to be closed again for visitors till April 30. Special prayers to God will be held during the festival of Ramnavami in the closed temple. Coronavirus pandemic has left behind the fun. In Aravalli district, it has been decided to close the pilgrimage Shamlaji Temple for 10 more days to prevent the spread of coronavirus and break the chain of spread of coronavirus. Closed from April 11 to 20. The temple will be closed till next April 30 as the spread of coronavirus increases further.",The pilgrimage site Shamlaji Temple will be closed for another 10 days
"The administration is taking a decision to close down the tourist place where more people gather on Friday, November 13, 2020. People of Gujarat prefer to go to the polo forest during the days of kings, but people cannot enjoy the polo forest this Diwali. People can come to the polo forest in large numbers during the Diwali festival and it has banned tourists from the polo forests during the Diwali holidays due to the fear of increasing coronavirus infection. The district administration has declared the polo forests as a prohibited area. From November 14 to 22 and from November 30, no tourists can go to the polo forest. Notably, lakhs of tourists visit this polo forest every year.","The Polo Forest is closed during the Diwali holidays, leaving tourists disappointed."
"Rajkot, December 17, 2020 People are likely to hide the information as people are first supposed to give the coronavirus vaccine free of cost to 13,000 health workers and then to adult-aged and patients, health sources said during the municipal door-to-door survey for such people it has been revealed that some people are confused on whether to get the vaccine or not and there is no complete information about some houses. It has been decided that the survey will be completed in four days by last Sunday and all the data will be sent to the state government by 17. Municipal sources have reported that the survey is not complete even today and will continue tomorrow. It is estimated that about 3 lakh people are above 50 years of age and 70,000 people are sick in the city. But, yet, only 2 lakh people have been reported, and some people at home do not need to be given the coronavirus vaccine free of cost and after giving the information, the health officials said.","Confusion among the public over the coronavirus vaccine issue, many not informed!"
"A heart-wrenching incident took place in Araria, Bihar. 6 children were killed when a fire broke out in a house. This incident happened in Kawaiya village of Chahatpur panchayat of Palasi block. Then the fire broke out in the entire village. The cause of the fire is unclear. The fire broke out in the house of Pula while everyone was playing games, it was estimated that the fire was continuing to burn Makaidoda. During this time the fire broke out in the house of Pula. A fire broke out from one spar to six. The fire broke out in the house of corn children and spars while playing games. The villagers immediately started to control the fire. It was already too late. The fire spread quickly.","Six children were burnt to death at one go by the shooting of a macadam while playing, angered by the family members"
"There are reports of four infiltrators in Gujarat. One of them is said to be from Kunar province in Afghanistan. The process of changing the Gujarat BJP organisation has already begun. By the end of November, by showing party principles similar to the new state president Nimase. The worst floods in Himachal Pradesh in 70 years.","[email protected] PM: Afghan terrorists infiltrated into Gujarat, 60 TDP leaders join BJP"
"Ahmedabad, May 30, 2021, Sunday, as a blessing to thousands of citizens in East Ahmedabad, after 47 days at Municipal Hospitals and General Hospital like AV Shardabahan Hospital, LG, general OPD and indoor services will start from Monday.","OPDs at Shardaben, L.G.સહ Titni Municipal Hospitals to start from today"
"A police officer was killed in a dispute over cow slaughter in Bundelshahr, Uttar Pradesh. Rudan Vallwala was shocked for killing the wife of the deceased police officer. Police officer Subodh Kumar was shot dead in the violence over cow slaughter in Siyana village of Bundelshahr. The body of deceased inspector Subodh Kumar came late for recovery in the district hospital. The relatives and relatives of the deceased also reached there. His brother Rohit Kumar Rathore took me to his post-mortem home soon after his death. Today I.....................................................................................................................................................",Bundelshahr: The wife of a martyred inspector was angry and said - I once...
"London #శ Scientists have created a computer model that shows why the sun is so hot. After years of hard work, now the secrets of the sun are likely to be solved more. A team of three scientists has created an easy computer model to find out why the surface of the sun (Korana) is so hot. After the hard work of scientists, the mystery of the sun's corona surface is now solved. Scientists have created a model to know in detail about the heat of the coronavirus by using advanced technology. Gas covers on the surface of the sun form a dynamus, which creates millions of plasma degrees of heat. This model will help to solve more heat.",Now the computer model shows why the sun is so hot.
"Bollywood actor Sushant Singh Rajput is no more in this world. On Sunday, he committed suicide by hanging himself in his flat in Mumbai. Sushant's suicide is a shock not only to the fans but to the entire film industry. Sushant was depressed for a long time, it is said that he committed suicide because of this. Police confirmed Sushant's photo.","Ankita, Kriti Sanon, and Riyani Khamoshi are giving big signals on Sushant's suicide?"
"At the G20, Prime Minister Narendra Modi praised the steps taken for economic reforms. Even after the completion of the G20 summit, the world's most powerful group of countries announced an action plan highly appreciating the steps taken by India in terms of start-up financing, trade facilitation, and labour reforms, etc. He described the Modi government's actions as the best for sustainable and inclusive development. Hamburg Action Plan stated that the Modi government has also successfully implemented the biggest tax reforms in India, the Goods and Services Tax (GST).",India is receiving praise after the G20 meeting.
Cryptocurrencies have been the subject of huge bargains at home and abroad in recent times. Many have also generated huge revenues. Finance Minister Arun Jaitley has also mentioned this in his budget. Finance Minister Jaitley has clearly said that cryptocurrencies like Bitcoin will not be accepted in India. Cryptocurrencies like Bitcoin are illegal and the government has warned in the past that they will continue.,People who transact in Bitcoin are on the lookout
These three Muslims have been serving in Ayodhya for the last two decades. Abdul Wahid is required by the government's PWD department to supervise and construct the construction of a barbon wire fence to protect the Ram Janmabhoomi from rain and storm winds and to protect the Ram Janmabhoomi from all kinds of threats. 38-year-old Abdul works as a farm welder and sets up three barbons.,PIC: Find out who is Ram Lala's favourite 'tailor' in Ayodhya
"Abu Dhabi: After a tough performance by the bowlers, Shubman Gill's half-century (70 *) helped Kolkata Knight Riders beat Sunrisers Hyderabad by 7 wickets in IPL-13. Hyderabad scored 142 runs for 4 wickets in 20 overs. Kolkata instead faced the challenge of losing 3 wickets in 18 overs. Gill remained unbeaten.","KR vs SRH: Shubman Gill leads Kolkata to victory, Hyderabad lose"
"The Shiv Sena, an ally of the Bharatiya Janata Party in the central and Maharashtra governments, has now come out against the Modi government over the bullet train project.",Why is Shiv Sena opposing Modi's dream project bullet train for the last time?
"Washington: In a temporary relief to thousands of Indians and their spouses living in the US on HONB visas, a US court has refused to adequately revoke for now the Obama government's time limit allowing spouses of Indians with HONB visas to work in the US.",A US federal court has refused to revoke the work permit of H-4 visa holders
"Chandigarh, January 14, 2020 On Thursday, farmer unions protesting against the central government's new farm laws announced that they will hold a tractor rally in Delhi on January 26. Farmer unions are already active in Punjab to mobilize crowds for the rally. In two villages of Punjab, Raukkala and Bhal Rahdi, it was also announced that farmers who did not attend the rally would be fined up to Rs. 2100. The farmers' union says that farmers who did not participate in the march will be fined up to Rs. 2100. The decision is final, though those who did not participate in the rally decided to pay the fine even if they thought they were contributing to the cost of diesel. Farmers who did not participate in the march will not get any help from the farmers' union in the future. On the other hand, volunteers are encouraging farmers to participate in the rally.",Punjab: Farmers fined for not attending tractor rally in Delhi
"An unknown person pays a charity ₹320 million to have lunch with Warren Buffett, the world's third-richest person. The largest bid in a five-day auction with Buffett ended Friday night on the website. $3,456,789 (about ₹320 million) in a five-day auction with Buffett. More than the bid made in 2012 and 2016. The proceeds from this bid will go to the Glide Foundation in Tenderloin, San Francisco. It works to help the poor, homeless, and addicts. Berkshire Hathaway Inc. Chairman Warren Buffett has raised $342 million from this type of bid over the past 20 years.","Warren Buffett, the richest man in the world, is surprised to learn about the price of a meal with him."
"The record for people over the age of 100 in Japan is 69,785. Among them are 88.1% women. The government provided this information. This was as a result of advances in healthcare. The number increased by 2,014 compared to last year. Seven times more than a decade ago. See also: North Korea is still dangerous to the world: Japan is 61,454 women and 8,331 men over the age of 100, completing 100 years in May, including former Prime Minister Yasuhiro Nakasone. See also: Japan has become the most innovative city in the world, and Japan, 4 city in the top-10, will surpass the number of people over the age of 100 in the next 5 years.","Strange country with the most people in 100 years, even a former prime minister"
Bollywood actress Kareena Kapoor Khan is being cashed in since May due to the rumours that she is going to enter the television field. Kareena Kapoor Khan is now very keen to watch on the small screen. Let us tell you that the wish of the fans will be fulfilled. Kareena Kapoor will soon play the role of a judge in the reality show. Kareena will be seen as a dancer judge in the Zee TV hit reality dance show 'Dance India Dance Season 7'. Kareena along with choreographer Bosco Martis and rapper Raftaar will be the judge in this show. Kareena Kapoor shared the mockuated promo of Dance India Dance Show on the official social media page. Kareena Kapoor wore designer clothes of Yusuf Al Jassmi in this show.,Kareena Kapoor will make her television debut as a judge on Dance India Dance season 7.
"Violent protests are taking place across the country over the Citizenship Act. The violent protest that broke out from the northeastern states has now also breathed its breath in Delhi and Uttar Pradesh. During the protests in some places in Delhi, unidentified protesters have set ablaze several vehicles and police posts. Unidentified protesters have also targeted police and media. Unidentified protesters have injured police personnel and several media personnel. Meanwhile, in view of the violent protests across the country, the Ministry of Home Affairs has set up a key bench on law and order and security. Home Minister Amit Shah has convened a meeting with officials amid the ongoing protests across the country over the Citizenship Amendment Act.","The Modi government has been resorting to similar actions after violent demonstrations against the CAA, prompting the Home Ministry to call for an immediate meeting."
"Vanessa Trump, the wife of Donald Trump Jr., filed for divorce. Vanessa, a former model, filed for divorce from the president's son. However, information about the divorce brokers has not been made public. Trump Jr. and Vanessa married in 2005. They have 5 children, please. Trump Organization, where Donald Trump Jr. is the executive officer. However, there has been no comment yet on the matter. Last month, Vanessa Trump opened a letter in her husband's name. She had white powder. She was then carefully hospitalized. However, after the entire incident, the investigation revealed that the substance was not dangerous.",Trump Jr. 's wife Vanessa Trump has filed for divorce.
"MUMBAI: On the BSE today, the Sensex was down 41.32 per cent from Friday's close. The Sensex was down 42.42 points.",The stock market crashed with the sale of huge profits by investors
The incident of kidnapping and kidnapping of a 22-year-old girl in a car between the Jhansi Rani statue in the Ahmedabad satellite area and Nehru Nagar and posting an indecent video of her has created a sensation across the state. The incident has gained popularity.,Satellite gangrape case: No injuries on victim's body part during medical examination: Sources
